text,text_length,original_index,fragment_index,original_text_length,fragment_length,source_type
经安徽省宿松县公安司法鉴定中心鉴定，何某的损伤程度为轻微伤。,497,25,11,497,30,sentence_fragment
宿松县人民法院经审理后认为：被告人邓某、杨某随意殴打他人，情节恶劣，其行为已构成寻衅滋事罪。,497,25,12,497,46,sentence_fragment
被告人邓某犯罪时不满十八周岁，应当从轻处罚。,497,25,13,497,22,sentence_fragment
地道的法国小点心尤其是马卡龙但如果不习惯西式点心的话还是不要太期待的好.可以改去品尝各类小糕点相比之下绝对会很喜欢的.,59,26,0,59,59,sentence_fragment
书出的间隔时间太长了而且此类型的书都一起出看的乱套了之前几本的内容已经忘记接不上下次能出厚点的单行本不一把一了的.贵点也行啊太折磨了,66,27,0,66,66,sentence_fragment
感觉翻译上没什么大问题感觉不是很生涩 很喜欢内容 翻开就有想一口气看完的感觉,38,28,0,38,38,sentence_fragment
地理位置很好，非常大，好幾座樓連在一起，常常會走失，但是服務人員很熱心，管理也比較到位。,78,29,0,78,44,sentence_fragment
就是餐廳常常人滿為患，然後也太大了。,78,29,1,78,18,sentence_fragment
交通方便，品種繁多，會遇到明星。,78,29,2,78,16,sentence_fragment
醉汉撒野 丑态百出[高清版]醉汉撒野丑态百出[高清版],27,30,0,27,27,sentence_fragment
单一麦芽威士忌怎么品鉴？,384,31,0,384,12,sentence_fragment
剁手节天喵买了瓶本利亚克Benriach经典斯佩塞之心，一路顺丰到手立马开瓶品尝，,384,31,1,384,41,sentence_fragment
眠一口，比较平淡，没有强烈的消毒水味，喝不出泥煤味，没有烟熏，,384,31,2,384,31,sentence_fragment
很容易入口，没有之前喝调和威士忌那般强烈。,384,31,3,384,21,sentence_fragment
本人小白，味蕾没感受过单一麦芽，不甚了解。,384,31,4,384,21,sentence_fragment
请问该喝多少单一麦芽威士忌才能分辨出里面的味道本利亚克这个牌子的口碑怎么样？,384,31,5,384,38,sentence_fragment
斯佩塞出的单一麦芽是不是口味较轻，易于入门的？,384,31,6,384,23,sentence_fragment
如何品尝威士忌请参见答案如何品尝威士忌？,384,31,7,384,20,sentence_fragment
- 镜阳秋的回答 如果想大致了解一些常见的单一麦芽威士忌品牌，可以参考答案单一麦芽威士忌有哪些推荐？,384,31,8,384,50,sentence_fragment
如果您想“玩得”深一些，还是要理论与实践相结合，,384,31,9,384,24,sentence_fragment
仅仅多喝的话容易走弯路或者可能会行程一些主观的错误认识，,384,31,10,384,28,sentence_fragment
相关参考书推荐请见答案学习关于红酒与威士忌等知识有哪些资料（书籍视频）推荐？,384,31,11,384,38,sentence_fragment
- 镜阳秋的回答 关于Benriach： 非常优秀的经典斯佩塞蒸馏厂，以富,384,31,12,384,37,sentence_fragment
如何评价张艺兴对直男的吸引力？,327,32,0,327,15,sentence_fragment
迷妹一枚所有周遭看极挑的直男（甚至包括男票）都承认他很帅，很有好感。,327,32,1,327,34,sentence_fragment
据说他的男饭也是茶蛋里最多的，发布会男饭大喊我爱你张艺兴，还有跟拍狗仔真心夸赞，,327,32,2,327,40,sentence_fragment
甚至地铁大叔亲他海报更别说圈里的大哥小伙伴们了他出了名的讨人喜欢但这是为什么呢（请抓住直男这个重点哟）跟他的长相还是气质有关？,327,32,3,327,63,sentence_fragment
我终于可以来回答这个问题了！,327,32,4,327,14,sentence_fragment
毕竟一直念文科的我平时都接触不到男人！,327,32,5,327,19,sentence_fragment
学工处老师们来检查卫生！,327,32,6,327,12,sentence_fragment
一个男老师看到我的台历，拿起来：“这是那个小鲜肉叫什么来着那个” 旁边的其他老师和同学，,327,32,7,327,44,sentence_fragment
” 男老师：“啊对！,327,32,8,327,10,sentence_fragment
这孩子特别好，特别单纯，面相看上去就很朴实。,327,32,9,327,22,sentence_fragment
特别适合当男朋友，我要是老丈人，我也喜欢这样的女婿。,327,32,10,327,26,sentence_fragment
” 然后巴拉巴拉分析了一段老张的面相。,327,32,11,327,19,sentence_fragment
一本与盛名不符的书 我给老版的评论既然有新版了就ZT本来想给2星的因为比起如潮的好评这本书实在是与盛名不符。,529,33,0,529,54,sentence_fragment
但是想想其实还是有一定可读性的先给3星吧。,529,33,1,529,21,sentence_fragment
用1个月的时间啃完此书。,529,33,2,529,12,sentence_fragment
第一个感觉是Covey象其他的西方作者一样很会把一些比较陈旧的论点进行包装建立模型上升到理论高度所以老酒装新瓶。,529,33,3,529,56,sentence_fragment
比如双赢啦、把事务通过重要度和紧急度分为4个区间都是些老掉牙的理论了。,529,33,4,529,35,sentence_fragment
不过还是要肯定Covey的总结归纳能力的。,529,33,5,529,21,sentence_fragment
关于翻译我一直以为是翻得很不错的至少读起来十分贴切和流畅。,529,33,6,529,29,sentence_fragment
8过对一个词的翻译让我对整书翻译的准确性产生了怀疑。,529,33,7,529,26,sentence_fragment
inside-out翻成了反求诸己但是反求诸己的意思应该是outside-in啊。,529,33,8,529,41,sentence_fragment
我没有看过原著也没有动力看但是在这个词后看这本书不得不对翻译的准确程度有了怀疑。,529,33,9,529,40,sentence_fragment
一些翻译实在是太中国化了以我看原著并翻译的经验来看多的令人难以置信。,529,33,10,529,34,sentence_fragment
当然对整个框架从dependence 到independence 再到interdependence。,529,33,11,529,51,sentence_fragment
整个理论框架的确令人耳目一新。,529,33,12,529,15,sentence_fragment
最后谈谈书名高效人士的七个习惯其实与其说是给高效人士还不如说是给平衡生活或者幸福生活的因为文章通篇传达了对心灵和对自我价值的重新定义。,529,33,13,529,67,sentence_fragment
当然如果书名叫幸福人生的七个习惯估计就没那么畅销了吧。,529,33,14,529,27,sentence_fragment
避险支撑金价连涨 下周金市孰重孰轻本周(3月23日-3月27日当周)黄金价格一路飙升，,2468,34,0,2468,43,sentence_fragment
在本周前四个交易日上涨，并且加之上周的升势，金价连升七个交易日，创下了2012年8月来最长升势。,2468,34,1,2468,48,sentence_fragment
不过本周最后一个交易日这样的升势有所放缓。,2468,34,2,2468,21,sentence_fragment
金价连续上涨受到多重因素影响，金价未来走势如何，投资者仍然需要重点关注这些因素。,2468,34,3,2468,40,sentence_fragment
下周(3月30日-4月3日当周)投资者需要关注中东局势的最新进展；,2468,34,4,2468,33,sentence_fragment
重点需要关注美联储动态，以及最为重要的下周五美国 非农就业数据；,2468,34,5,2468,32,sentence_fragment
同时关注实物黄金买盘的变动情况；,2468,34,6,2468,16,sentence_fragment
另外对于希腊债务问题稍加留意。,2468,34,7,2468,15,sentence_fragment
中东局势扑朔迷离，金价受益于避险支撑，投资者需要关注中东局势的进一步进展。,2468,34,8,2468,37,sentence_fragment
阿拉伯世界纷争又起，全球金融市场避险情绪弥漫。,2468,34,9,2468,23,sentence_fragment
本周三媒体报道称，沙特阿拉伯出动战机对也门胡塞反政府武装实施空袭，除了对首都萨那周边进行打击之外，,2468,34,10,2468,49,sentence_fragment
也袭击了一个位于该国南部的军事基地。,2468,34,11,2468,18,sentence_fragment
在发动空袭之后，沙特阿拉伯，阿拉伯联合酋长国，卡塔尔，,2468,34,12,2468,27,sentence_fragment
科威特以及巴林这海湾合作组织六国中的五个成员国发表联合声明，,2468,34,13,2468,30,sentence_fragment
称将在哈迪的请求下组成一个联盟对也门局势实施干预。,2468,34,14,2468,25,sentence_fragment
现货金价也在避险情绪支撑下大幅走高。,2468,34,15,2468,18,sentence_fragment
市场如何看待避险支撑呢？,2468,34,16,2468,12,sentence_fragment
Price Futures Group的分析师Phil Flynn表示，,2468,34,17,2468,36,sentence_fragment
“很多次，市场对类似事件立即作出强烈反应，但在对相关风险进行进一步研究后，,2468,34,18,2468,37,sentence_fragment
人们开始长远地看待事件的影响。,2468,34,19,2468,15,sentence_fragment
” 德国商业银行商品分析师Daniel Briesemann表示，“如果中东局势没有改善，,2468,34,20,2468,45,sentence_fragment
金价可能进一步走强，但如果出现改善，金价可能跌穿1，,2468,34,21,2468,26,sentence_fragment
”立博塔斯财富管理集团的总裁兼投资组合管理人Adam Koos说，,2468,34,22,2468,33,sentence_fragment
“虽然地缘政治因素总是能够带来短期的价格波动，但是美元才是投资者们应该关注的东西。,2468,34,23,2468,41,sentence_fragment
如果你看到美元下面的陷阱已经打开，那么几乎可以肯定的是，黄金价格将会更大幅度地向上运动。,2468,34,24,2468,44,sentence_fragment
如果美元重归上涨，那么金价的涨势不能持续。,2468,34,25,2468,21,sentence_fragment
”美联储加息忧虑放缓，美元回落也支撑金价，投资者最需要关注美联储动态和美国经济数据。,2468,34,26,2468,42,sentence_fragment
市场对美联储至少在9月前不会升息的预期增强。,2468,34,27,2468,22,sentence_fragment
一项调查显示，华尔街主要银行对美联储升息时机的普遍预期已转变为，联储在至少9月前不会升息。,2468,34,28,2468,45,sentence_fragment
美联储副主席费希尔称，市场“广泛预期”联储将在今年开始升息，不过，政策路径仍不明朗。,2468,34,29,2468,42,sentence_fragment
Logic Advisors的合伙人兼联合创始人Bill O'Neill在谈到现货金在费希尔讲话后续涨时表示。,2468,34,30,2468,55,sentence_fragment
这可能巩固了上周美联储的声明。,2468,34,31,2468,15,sentence_fragment
我认为短期内不会升息。,2468,34,32,2468,11,sentence_fragment
” 花旗的分析师David Wilson表示，“所有看空金市的投资者对6月升息希望破灭非常失望，,2468,34,33,2468,48,sentence_fragment
因此，目前市场臆测将集中在下一次升息的时间上。,2468,34,34,2468,23,sentence_fragment
”总体来看，近来美国公布的经济数据总体疲软也对金价构成了一定的支撑。,2468,34,35,2468,34,sentence_fragment
其中，本周美国2月耐用品订单意外下滑，令金价得到支撑。,2468,34,36,2468,27,sentence_fragment
在美国商务部报告称美国2月份经过季节性因素调整之后的耐用品订单下降1.4%之后，金价继续攀升。,2468,34,37,2468,47,sentence_fragment
令人失望的经济数据降低了近期内加息的可能性。,2468,34,38,2468,22,sentence_fragment
另外本周美国四季度GDP终值数据表现也不及预期。,2468,34,39,2468,24,sentence_fragment
具体数据显示，美国去年四季度实际GDP终值年化月率增长2.2%，,2468,34,40,2468,32,sentence_fragment
预期增长2.4%，修正值增长2.2%。,2468,34,41,2468,19,sentence_fragment
下周美国非农报告袭来。,2468,34,42,2468,11,sentence_fragment
CMC市场的首席市场策略师Colin Cieszynski说，黄金价格在过去几周上涨的背后，,2468,34,43,2468,46,sentence_fragment
一个主要的推动因素是欧洲央行的量化宽松项目。,2468,34,44,2468,22,sentence_fragment
他说，欧洲央行行长德拉基的发言“显示这个项目目前为止进展顺利，这对于黄金价格是有支持作用的”。,2468,34,45,2468,47,sentence_fragment
新德里交易顾问企业英西格尼亚的首席市场分析师Chintan Karnani表示，,2468,34,46,2468,40,sentence_fragment
“我认为交易员们其实是在寻找做空黄金和白银的机会，交易员并没有被说服黄金和白银价格的涨势能够持续。,2468,34,47,2468,49,sentence_fragment
”奥塔维斯特世界贸易公司的联合创始人Erik Gebhard指出，,2468,34,48,2468,33,sentence_fragment
展望未来一周，交易员们将会关注下周五的3月非农就业报告，下周一的2月核心个人消费物价指数。,2468,34,49,2468,45,sentence_fragment
他强调，“就业和通货膨胀数据是联储看重的关键指标，它们都会影响到决策制定者们对何时加息的考量。,2468,34,50,2468,47,sentence_fragment
”实物金买盘不断减少，避险对金价的支撑难持久。,2468,34,51,2468,23,sentence_fragment
本周实物黄金买盘不断减少，表明基金投资人以及亚洲投资人对黄金兴趣降低，,2468,34,52,2468,35,sentence_fragment
