text,text_length,original_index,paragraph_index,original_text_length,paragraph_length,source_type
而有媒体披露，上述名单中涉及的总计70多家车企，共涉及骗补及谋补车辆76374辆，合计金额92.7亿元人民币。国家多个部委从2016年1月底开始联合展开了对新能源汽车骗补的联合调查，历时8个月之后，9月才对外公布了5家骗补企业名单，而未公布的名单或不止这些。相关公司业绩下滑据中国汽车工业协会统计，9月新能源汽车生产4.3万辆，销售4.4万辆，同比分别仅增长25.7%和43.8%，国内新能源汽车遭遇大幅下滑。,1664,39,4,1664,205,split_paragraph
受到处罚影响，涉及骗补的汽车企业业绩也大受影响，其中力帆新能源车9月份产量为99辆， 同比减少45.0% 。许多企业都直接或者间接减少了上亿元的利润，这无疑是一个巨大的打击。目前一些汽车企业其市场盈利不高，主要靠政府补贴，有媒体披露，国内某上市公司2015年销售新能源汽车所获政府补助为68亿元，但2015年该公司净利润为35亿元，政府补助高出其净利润近两倍。,1664,39,5,1664,180,split_paragraph
《电动汽车时代》点评此次严查骗补，短期会影响到国内新能源汽车市场产销，这也是没有办法的情况，情况混乱，是必须要整顿的，纵容下去只会导致更严重的后果。从长期来看则有利于整个国家新能源汽车产业的发展。国家对新能源汽车的扶持并不会因此而受到大的影响，只是规则更严格清晰，真正补贴那些应该被补贴的。目前为止，新能源乘用车行业渗透率低，增速高，空间大。2016年全年渗透率预计不及2%，未来几年有望连续翻倍增长。,1664,39,6,1664,201,split_paragraph
而根据工信部积分政策要求，2020年乘用车销量按3000万辆，对应新能源积分360万分，需生产约120万辆车。而最近发布的“新能源汽车”试点专项2017年度项目申报指南将给国内新能源汽车带来新的市场机遇。,1664,39,7,1664,102,split_paragraph
当时股份在2007年4月26日，在东京证券交易所母体板上市。但由于原首席执行官崔建平在未经得到董事会同意下，非法占用资金以中饱私囊，而股价由2055日圆急降至5日圆。故此红杉资本、日本最大的广告公司电通、日本最大的卫星通信公司JSAT、伊藤忠商事、NTT移动通讯公司、以及JCD公司已损失不少金钱。,262,40,0,262,149,split_paragraph
卸妆水、卸妆乳、卸妆油有什么差别？本人额头爆痘，害怕涂了防晒继续闷痘。说几个我用过的吧。韩束晒美白30倍防晒乳不防水，当然不用卸。悦诗风吟这管我刚入手，因为它只有物理防晒剂，听说敏皮不会过敏，所以买了但实际用着还是不舒服。洗面奶洗了两次都洗不掉。卸妆水需要弄到化妆棉上再擦脸，天天这么卸我总觉得会伤害角质层使皮肤更敏感。卸妆油一沾水就容易乳化，所以要保持双手干燥，每次要把手洗干净再甩干才能开始卸妆不快乐。,233,41,0,233,203,split_paragraph
如下图，一个我敬仰的前辈被老板娘诬告删了价值几百万的代码，真心打抱不平，我也快进入创业公司了，如果这种事情发生在我身上，我该怎么办？<img data-rawwidth具体情况，貌似有很多人都说明了。这里也贴一下张张同学对我的回复。这都是人生经历，都会过去的，是吧。那么有位律师朋友，也给出了恶意删除代码的解释。我个人的理解是，如果程序员未经公司同意删减代码，造成程序的不正常运行，也就构成了破坏生产经营罪。反之则不构成，破坏生产经营罪。谢谢这位律师朋友的普法。,308,47,0,308,231,split_paragraph
leader也曾经跟我说过一个案例，说某程序员使用了前东家的核心算法，被告了的事情。,308,47,1,308,42,split_paragraph
它实行了ISO/IEC 13346标准（亦称为-167）。它亦是用作取代ISO 9660，现时已经广泛地用于可写光学储存媒体上。UDF是由光学储存技术协会（，OSTA）开发并维护的。UDF档案系统是由光学储存技术协会标准化。其目标在于组织一个供所有光学储存媒体通用的档案系统。这仍然是继续进行UDF标准化的主要目的，尽管对一些不常用的单写多读储存媒体的支援有限，而且可能会增加对非光学储存媒体的支援。当它在第一次标准化时，它已经设计成取代ISO 9660，它容许唯读和可读写储存媒体的支援。,1402,48,0,1402,245,split_paragraph
在第一个版本释出后，UDF几乎直接地被DVD论坛（DVD Consortium）采用作官方DVD档案系统。现时，UDF档案系统可以在市场上大多数常见的光学储存媒体上，以及在差不多所有可烧录影片的DVD媒体上使用。因为其目的，起初UDF主要在光学储存媒体上使用。大多操作系统需要特别的第三方软体以读取UDF。现在几乎所有操作系统本身都至少支援读取UDF档案系统，当中很多亦支援写入部分格式。因为这些增长的支援，UDF开始在可以转换的非光学储存媒体上出现，如，大型的快闪记忆体，甚至在硬碟上。,1402,48,1,1402,244,split_paragraph
在现在的Windows Vista以上系统，都可以使用UDF格式化光碟，但是格式化过程很慢，需要几分钟的时间，在超过2 GB的光碟将强制使用UDF格式。UDF已经推出了不同版本：（日期以日/月/年示）在下个UDF版本推出前，有相关讨论中UDF可望用在硬碟媒体中，及在摄影用储存媒体中。UDF的好处是使用者可以移除和复制档案，与传统光碟不一样的是可以删除档案，并且功能与USB相同，但是因为烧录装置速度的关系，所以写入档案时不如USB速度快。,1402,48,2,1402,220,split_paragraph
UDF的缺点是使用者把光碟读取于CD播放机上，可能会不能播放，目前能播放UDF的光碟播放机较少，并且旧版的作业系统可能不能读取。大多数DVD播放器不支援高于1.02版本UDF的光碟。但若使用ISO 9660档案系统作桥接者，较新版本的UDF的光碟仍有可能被读取。当有些DVD烧录程式在使用1.50版本UDF来烧录视像DVD时，使用者会发现必要避免使用精灵引导，以及直接以手动方式设定以1.02版本烧录。,1402,48,3,1402,201,split_paragraph
"即使若作业系统声称支援1.50版本UDF，它仍可能只支援""完全写入""，而不支援VAT或后备式的UDF组建。Mac OS X 10.4.5版本声称支援1.50版本UDF（详情请见其""man mount_udf""部分），但只可以""完全写入""组建载入及不提供虚拟化选项。Mac OS X不能以VAT方式载入，相似于发生在Sony Mavica摄影机的一样。10.4.11版本之前，可以Sparing Table方式载入，但不能正确地读取档案，这个问题直至10.4.11版本才版解决。",1402,48,4,1402,238,split_paragraph
相似地，Microsoft Windows XP Service Pack 2（SP2）在其不完善的UDF管理系统下，不能读取2.00版本UDF的DVD-RW光碟。UDF管理系统会将DVD-RW建立一个备用档案表，横越多于一个磁区，因而发生读取错误。Windows XP SP2可识别该DVD为UDF档案系统，但会出现为空白光碟。,1402,48,5,1402,165,split_paragraph
好像大家更愿意讨论我们自主品牌和一流大厂的差距想知道我们自主品牌现在好到什么程度了？这里的好是褒义。有哪些技术已经领先了？圈内人士，想谈谈所谓的技术问题。汽车是装配件，技术不仅是对主机厂，还有供应商提供优秀零件的技术能力。全球采购的大背景下，很多车企，特别是自主品牌的同一零件的供应商都是相同的，但是提供出来的零件确实“千差万别”。工作原因，接触过国内几家自主品牌车企和英国某高端品牌车企，时间一长，越感觉差别不是简单几个层次能描述。,274,49,0,274,217,split_paragraph
张勇指出，2015年的环资工作要全面落实党中央、国务院的决策部署，按照全国发展和改革工作会议的安排，明确目标任务，扎扎实实推进。一是加强生态文明制度创新。抓好《关于加快推进生态文明建设的意见》的贯彻实施，办好生态文明先行示范区。二是强力推进节能降耗，确保实现“十二五”节能目标任务。三是推动循环经济做大做强，加快推广典型模式，提高资源产出率。四是加快环境基础设施建设，治理突出环境问题，推广环境污染第三方治理，努力改善环境质量。五是大力发展节能环保产业，努力把节能环保产业打造成新的支柱产业。,17020,51,0,17020,246,split_paragraph
六是深入开展节能减排全民行动，推动形成勤俭节约、绿色低碳、文明健康的生活方式和消费模式。张勇要求，各级发展改革部门要奋发有为，狠抓落实。一是加强重大问题研究，谋划好“十三五”。二是转变政府职能，切实推进简政放权。三是加强项目管理，切实提高投资效益。四是加强队伍建设，增强工作能力。五是加强系统联动，形成整体合力。3月24日，中央政治局会议再次强调，，要把生态文明建设融入经济、政治、文化、社会建设各方面和全过程，构建五位一体格局。,17020,51,1,17020,215,split_paragraph
会议再次表明中央对生态文明建设的高度重视和坚定决心，未来环保产业有望注入持续发展动力。此前，环保部部长陈吉宁在两会期间则表示，环保本身也是当前和今后拉动经济增长的一个重要推动力，中国在未来的几年环保投资需求非常大，大概8万亿-10万亿元的水平上。券商分析师指出，环保将是未来几年的热点，直接受益的是大气治理、污水治理、土壤治理、环保设备、环境治理第三方运营几大行业，间接受益的行业主要有特高压建设、新能源并网增加以及新能源汽车。,17020,51,2,17020,214,split_paragraph
(中国证券网严洲)节能环保产业行动计划今年将出 力挺环保产业发展工信部3月4日发布2015年工业节能与综合利用工作要点。要点提出，2015年将大力培育发展节能环保产业。要点提到，开展节能环保示范工程建设。发布《加快发展节能环保产业行动计划》，进一步落实重大节能技术与装备、重大环保技术及装备、重大资源循环利用示范工程实施方案，推进节能环保重大技术工程、重大装备产业化应用示范工程和节能环保产业园区建设。要点还强调，培育节能环保装备制造及服务业。,17020,51,3,17020,222,split_paragraph
